Organization,Repository,Language,Selected,Reasons for exclusion
ddollar,heroku-buildpack-multi,Shell,FALSE,contributing is missing.
driesvints,dotfiles,Shell,FALSE,contributing is missing.
CrunchyData,crunchy-containers,Shell,TRUE,
jimeh,tmuxifier,Shell,FALSE,contributing is missing.
digitalocean,do_user_scripts,Shell,FALSE,contributing is missing.
sharanda,manrope,Shell,FALSE,contributing is missing.
dokku,dokku-letsencrypt,Shell,FALSE,contributing is missing.
square,workflow,Shell,TRUE,
jawj,IKEv2-setup,Shell,FALSE,contributing is missing.
jneen,balls,Shell,FALSE,contributing is missing.
gluster,gluster-kubernetes,Shell,FALSE,contributing is missing.
Cleafy,sxkdvm,Shell,FALSE,contributing is missing.
heroku,heroku-buildpack-python,Shell,FALSE,contributing is missing.
syndbg,goenv,Shell,TRUE,
chovy,node-startup,Shell,FALSE,contributing is missing.
jpetazzo,dockvpn,Shell,FALSE,contributing is missing.
udhos,update-golang,Shell,FALSE,contributing is missing.
Azure,azure-blockchain-projects,Shell,FALSE,contributing is missing.
cstrap,monaco-font,Shell,FALSE,contributing is missing.
mydzor,bash2048,Shell,FALSE,contributing is missing.
archlinuxarm,PKGBUILDs,Shell,TRUE,
paulirish,git-recent,Shell,FALSE,contributing is missing.
dyne,Tomb,Shell,FALSE,contributing is missing.
Homebrew,install,Shell,FALSE,contributing is missing.
nicothin,web-development,Shell,FALSE,contributing is missing.
johnrosen1,vpstoolbox,Shell,FALSE,contributing is missing.
Stadicus,RaspiBolt,Shell,FALSE,contributing is missing.
ToyoDAdoubiBackup,doubi,Shell,FALSE,contributing is missing.
keroserene,rickrollrc,Shell,FALSE,contributing is missing.
teamserverless,k8s-on-raspbian,Shell,TRUE,
adlogix,docker-machine-nfs,Shell,FALSE,contributing is missing.
rockymadden,slack-cli,Shell,FALSE,contributing is missing.
aurora,rmate,Shell,FALSE,contributing is missing.
riobard,bash-powerline,Shell,FALSE,contributing is missing.
ingydotnet,git-hub,Shell,FALSE,contributing is missing.
kstaken,dockerfile-examples,Shell,FALSE,contributing is missing.
sequenceiq,docker-spark,Shell,FALSE,contributing is missing.
justinmayer,virtualfish,Shell,TRUE,
qt,qt5,Shell,FALSE,contributing is missing.
10up,wp-local-docker,Shell,FALSE,contributing is missing.
authy,authy-ssh,Shell,FALSE,contributing is missing.
vinceliuice,grub2-themes,Shell,FALSE,contributing is missing.
crowbar,crowbar,Shell,FALSE,contributing is missing.
gh2o,digitalocean-debian-to-arch,Shell,FALSE,contributing is missing.
FydeOS,chromium_os-raspberry_pi,Shell,FALSE,contributing is missing.
21y4d,nmapAutomator,Shell,FALSE,contributing is missing.
M0Rf30,android-udev-rules,Shell,FALSE,contributing is missing.
Desgard,iOS-Source-Probe,Shell,FALSE,contributing is missing.
qw3rtman,p,Shell,FALSE,contributing is missing.
bufferapp,android-guidelines,Shell,FALSE,contributing is missing.
mariusv,nginx-badbot-blocker,Shell,FALSE,contributing is missing.
matchai,spacefish,Shell,TRUE,
coursehero,slacktee,Shell,FALSE,contributing is missing.
confluentinc,examples,Shell,FALSE,contributing is missing.
paulolramos,eslint-prettier-airbnb-react,Shell,TRUE,
dmarmor,epichrome,Shell,FALSE,contributing is missing.
pentestmonkey,unix-privesc-check,Shell,FALSE,contributing is missing.
liquanzhou,ops_doc,Shell,FALSE,contributing is missing.
SonarSource,SonarTS,Shell,FALSE,contributing is missing.
heroku,heroku-buildpack-go,Shell,FALSE,contributing is missing.
benrady,shinatra,Shell,FALSE,contributing is missing.
ValveSoftware,steam-runtime,Shell,FALSE,contributing is missing.
Accenture,adop-docker-compose,Shell,FALSE,contributing size < 0.5kB.
TH3xACE,SUDO_KILLER,Shell,FALSE,contributing is missing.
HariSekhon,Dockerfiles,Shell,FALSE,contributing is missing.
envygeeks,jekyll-docker,Shell,FALSE,contributing is missing.
geekofweek,homeassistant,Shell,FALSE,contributing is missing.
HashNuke,heroku-buildpack-elixir,Shell,FALSE,contributing is missing.
balenalabs,balena-sound,Shell,TRUE,
riscv,riscv-tools,Shell,FALSE,contributing is missing.
pi-hole,PADD,Shell,FALSE,contributing is missing.
g0tmi1k,msfpc,Shell,FALSE,contributing is missing.
awslabs,ecs-refarch-continuous-deployment,Shell,FALSE,contributing is missing.
topojson,world-atlas,Shell,FALSE,contributing is missing.
atmoz,sftp,Shell,FALSE,contributing is missing.
Cyclenerd,ethereum_nvidia_miner,Shell,TRUE,
docker-library,mongo,Shell,FALSE,contributing is missing.
dakshshah96,local-cert-generator,Shell,FALSE,contributing is missing.
artem-zinnatullin,RxJavaProGuardRules,Shell,FALSE,contributing is missing.
bash-my-aws,bash-my-aws,Shell,FALSE,contributing is missing.
maxfields2000,dockerjenkins_tutorial,Shell,FALSE,contributing is missing.
sakaki-,gentoo-on-rpi-64bit,Shell,FALSE,contributing is missing.
nerdgeneration,www.sh,Shell,FALSE,contributing is missing.
gradle,gradle-completion,Shell,TRUE,
SecurityFTW,cs-suite,Shell,FALSE,contributing is missing.
htpcBeginner,AtoMiC-ToolKit,Shell,FALSE,contributing is missing.
pixelb,scripts,Shell,FALSE,contributing is missing.
geometry-zsh,geometry,Shell,TRUE,
m-ab-s,media-autobuild_suite,Shell,FALSE,contributing is missing.
Miserlou,lambda-packages,Shell,FALSE,contributing is missing.
stark,Color-Scripts,Shell,FALSE,contributing is missing.
kickstartcoding,cheatsheets,Shell,FALSE,contributing is missing.
postgis,docker-postgis,Shell,FALSE,contributing is missing.
dockerfile,java,Shell,FALSE,contributing is missing.
StarshipEngineer,OpenVPN-Setup,Shell,FALSE,contributing is missing.
goreliu,zshguide,Shell,FALSE,contributing is missing.
viljoviitanen,setup-simple-pptp-vpn,Shell,FALSE,contributing is missing.
gfw-breaker,nogfw,Shell,FALSE,contributing is missing.
pypa,manylinux,Shell,FALSE,contributing is missing.
liaralabs,swizzin,Shell,TRUE,
veggiedefender,open-and-shut,Shell,FALSE,contributing is missing.
ashishb,osx-and-ios-security-awesome,Shell,TRUE,
lnbook,lnbook,Shell,TRUE,
basherpm,basher,Shell,FALSE,contributing size < 0.5kB.
learex-zz,macOS-eGPU,Shell,FALSE,contributing is missing.
corbindavenport,creative-cloud-linux,Shell,TRUE,
samrocketman,gitlab-mirrors,Shell,TRUE,
mcrapet,plowshare,Shell,FALSE,contributing is missing.
clangcn,kcp-server,Shell,FALSE,contributing is missing.
deadc0de6,dotdrop,Shell,TRUE,
AdnanHodzic,displaylink-debian,Shell,FALSE,contributing is missing.
monfresh,laptop,Shell,TRUE,
taylor,kiex,Shell,FALSE,contributing is missing.
r00t-3xp10it,venom,Shell,FALSE,contributing is missing.
paxtonhare,demo-magic,Shell,FALSE,contributing is missing.
linux-surface,linux-surface,Shell,FALSE,contributing is missing.
sourcethemes,academic-kickstart,Shell,FALSE,contributing is missing.
dylanaraps,wal,Shell,FALSE,contributing is missing.
dperson,openvpn-client,Shell,FALSE,contributing is missing.
wireghoul,htshells,Shell,FALSE,contributing is missing.
viccherubini,get-shit-done,Shell,FALSE,contributing is missing.
SecUpwN,Spotify-AdKiller,Shell,FALSE,contributing is missing.
Zuikyo,iOS-System-Symbols,Shell,FALSE,contributing is missing.
xuexb,learn-nginx,Shell,FALSE,contributing is not in English.
dperson,samba,Shell,FALSE,contributing is missing.
sabersalv,freedom-routes,Shell,FALSE,contributing is missing.
paulirish,github-email,Shell,FALSE,contributing is missing.
tinyclub,open-c-book,Shell,FALSE,contributing is missing.
arnoo,git-deliver,Shell,FALSE,contributing is missing.
Orbiter,git2feed,Shell,FALSE,contributing is missing.
philcook,brew-php-switcher,Shell,FALSE,contributing is missing.
example42,psick,Shell,TRUE,
brson,multirust,Shell,FALSE,contributing is missing.
learnbyexample,learn_gnuawk,Shell,FALSE,contributing is missing.
google,cityhash,Shell,FALSE,contributing is missing.
redbooth,gockerize,Shell,FALSE,contributing is missing.
brson,rust-anthology,Shell,TRUE,
magnific0,wondershaper,Shell,FALSE,contributing is missing.
cnabio,cnab-spec,Shell,TRUE,
summerblue,laravel-ubuntu-init,Shell,FALSE,contributing is missing.
kboghdady,youTube_ads_4_pi-hole,Shell,FALSE,contributing is missing.
boxcutter,ubuntu,Shell,FALSE,contributing is missing.
AdmitHub,meteor-buildpack-horse,Shell,FALSE,contributing is missing.
alexylem,jarvis,Shell,FALSE,contributing size < 0.5kB.
schors,tgdante2,Shell,FALSE,contributing is missing.
jorgebucaran,nvm.fish,Shell,FALSE,contributing is missing.
flexiondotorg,oab-java6,Shell,FALSE,contributing is missing.
monlor,Monlor-Tools,Shell,FALSE,contributing is missing.
hannob,bashcheck,Shell,FALSE,contributing is missing.
rust-lang,async-book,Shell,FALSE,contributing is missing.
krzysztofzablocki,IconOverlaying,Shell,FALSE,contributing is missing.
dylanbai8,V2Ray_ws-tls_Website_onekey,Shell,FALSE,contributing is missing.
debops,debops,Shell,FALSE,contributing is not in Markdown.
vincentcox,bypass-firewalls-by-DNS-history,Shell,FALSE,contributing is missing.
dustinkirkland,byobu,Shell,FALSE,contributing is missing.
ANXS,postgresql,Shell,FALSE,contributing is missing.
toptal,gitignore,Shell,FALSE,contributing size < 0.5kB.
NHDaly,tmux-better-mouse-mode,Shell,FALSE,contributing is missing.
kitten,setup-simple-ipsec-l2tp-vpn,Shell,FALSE,contributing is missing.
icy,pacapt,Shell,TRUE,
yboetz,motd,Shell,FALSE,contributing is missing.
helixarch,debtap,Shell,FALSE,contributing is missing.
gotbletu,shownotes,Shell,FALSE,contributing is missing.
google,cmockery,Shell,FALSE,contributing is missing.
P3TERX,aria2.sh,Shell,FALSE,contributing is missing.
keycloak,keycloak-containers,Shell,TRUE,
micahwedemeyer,automongobackup,Shell,FALSE,contributing is missing.
rafaelrinaldi,pure,Shell,TRUE,
rwu823,afloat,Shell,FALSE,contributing is missing.
RichardLitt,awesome-styleguides,Shell,TRUE,
wilmoore,php-version,Shell,FALSE,contributing is missing.
openzipkin-attic,docker-zipkin,Shell,FALSE,contributing is missing.
AladW,aurutils,Shell,FALSE,contributing is missing.
vaniacer,piu-piu-SH,Shell,FALSE,contributing is missing.
tmux-plugins,tmux-logging,Shell,FALSE,contributing is missing.
Piker-Alpha,ssdtPRGen.sh,Shell,FALSE,contributing is missing.
iridakos,goto,Shell,FALSE,contributing is missing.
nahamsec,bbht,Shell,FALSE,contributing is missing.
kitten,setup-strong-strongswan,Shell,FALSE,contributing is missing.
vmware-tanzu,tgik,Shell,TRUE,
qoomon,docker-host,Shell,FALSE,contributing is missing.
zero-to-mastery,resources,Shell,TRUE,
deajan,osync,Shell,FALSE,contributing is missing.
sameersbn,docker-squid,Shell,FALSE,contributing is missing.
elsamuko,Shirt-without-Stripes,Shell,FALSE,contributing is missing.
CompSciLauren,awesome-git-hooks,Shell,TRUE,
sunaku,dasht,Shell,FALSE,contributing is missing.
antonbabenko,pre-commit-terraform,Shell,FALSE,contributing is missing.
ashinkarov,i3-extras,Shell,FALSE,contributing is missing.
graysky2,profile-sync-daemon,Shell,FALSE,contributing is missing.
grafana,grafana-docker,Shell,FALSE,contributing is missing.
glenpike,npm-g_nosudo,Shell,FALSE,contributing is missing.
busterc,osx-iso,Shell,FALSE,contributing is missing.
github,backup-utils,Shell,TRUE,
osy86,HaC-Mini,Shell,FALSE,contributing is missing.
zfsonlinux,zfs-auto-snapshot,Shell,FALSE,contributing is missing.
DenizParlak,Zeus,Shell,FALSE,contributing is missing.
jf,rbenv-gemset,Shell,FALSE,contributing is missing.
AsteroidOS,asteroid,Shell,FALSE,contributing is missing.
microsoft,linux-vm-tools,Shell,FALSE,contributing is missing.
travis-ci,gimme,Shell,FALSE,contributing is missing.
fabiomaia,linuxify,Shell,FALSE,contributing is missing.
yixia,FFmpeg-Android,Shell,FALSE,contributing is missing.
goalque,automate-eGPU,Shell,FALSE,contributing is missing.
l-n-s,wireguard-install,Shell,FALSE,contributing is missing.
iam4x,zsh-iterm-touchbar,Shell,FALSE,contributing is missing.
pires,kubernetes-vagrant-coreos-cluster,Shell,FALSE,contributing is missing.
erik-nelson,blam,Shell,FALSE,contributing is missing.
archlinuxfr,yaourt,Shell,FALSE,contributing is missing.
jordansissel,heroku-buildpack-meteor,Shell,FALSE,contributing is missing.
kennytm,rust-ios-android,Shell,FALSE,contributing is missing.
multiformats,multihash,Shell,FALSE,contributing is missing.
KrumpetPirate,AAXtoMP3,Shell,FALSE,contributing is missing.
MycroftAI,enclosure-picroft,Shell,FALSE,contributing is missing.
wertarbyte,autorandr,Shell,FALSE,contributing is missing.
cloudfoundry-attic,cf-release,Shell,TRUE,
webpro,dotfiles,Shell,FALSE,contributing is missing.
arloor,iptablesUtils,Shell,FALSE,contributing is missing.
neverpanic,google-font-download,Shell,FALSE,contributing is missing.
cxreg,smartcd,Shell,FALSE,contributing is missing.
konstruktoid,hardening,Shell,FALSE,contributing is missing.
linux-china,jenv,Shell,FALSE,contributing is missing.
donmelton,video-transcoding-scripts,Shell,FALSE,contributing is missing.
SilentGhostX,HT-WPS-Breaker,Shell,FALSE,contributing is missing.
TheNewNormal,kube-solo-osx,Shell,FALSE,contributing is missing.
stark,siji,Shell,FALSE,contributing is missing.
sdushantha,fontpreview,Shell,FALSE,contributing is missing.
stilliard,docker-pure-ftpd,Shell,TRUE,
caarlos0,dotfiles,Shell,FALSE,contributing is missing.
tobegit3hub,understand_linux_process,Shell,FALSE,contributing is missing.
fouldsy,azure-mol-samples,Shell,FALSE,contributing is missing.
snwh,ubuntu-post-install,Shell,FALSE,contributing is missing.
dsanson,termpdf,Shell,FALSE,contributing is missing.
s0md3v,Diggy,Shell,FALSE,contributing is missing.
huan,docker-wechat,Shell,FALSE,contributing is missing.
nextcloud,vm,Shell,FALSE,contributing is missing.
lexrus,ios-makefile,Shell,FALSE,contributing is missing.
apachecn,awesome-indie-zh,Shell,FALSE,contributing is missing.
ruanyf,simple-bash-scripts,Shell,FALSE,contributing is missing.
meltwater,docker-cleanup,Shell,FALSE,contributing is missing.
Hax4us,Nethunter-In-Termux,Shell,FALSE,contributing is missing.
jsamr,bootiso,Shell,FALSE,contributing is missing.
StamusNetworks,SELKS,Shell,FALSE,contributing is missing.
corbindavenport,nexus-tools,Shell,FALSE,contributing is missing.
lxdvs,apk2gold,Shell,FALSE,contributing is missing.
dylanaraps,pfetch,Shell,FALSE,contributing is missing.
CHH,phpenv,Shell,FALSE,contributing is missing.
unixorn,git-extra-commands,Shell,TRUE,
ProtonVPN,protonvpn-cli,Shell,FALSE,contributing is missing.
hashicorp,terraform-github-actions,Shell,FALSE,contributing is missing.
wireghoul,graudit,Shell,FALSE,contributing is missing.
superkojiman,onetwopunch,Shell,FALSE,contributing is missing.
kelseyhightower,consul-on-kubernetes,Shell,FALSE,contributing is missing.
RokasUrbelis,docker-wine-linux,Shell,FALSE,contributing is missing.
multiarch,qemu-user-static,Shell,TRUE,
bestswifter,macbootstrap,Shell,FALSE,contributing is missing.
modernish,modernish,Shell,FALSE,contributing is missing.
cloudposse,geodesic,Shell,TRUE,
maaaaz,thc-hydra-windows,Shell,FALSE,contributing is missing.
aws,aws-app-mesh-examples,Shell,TRUE,
oraoto,pib,Shell,FALSE,contributing is missing.
FloopCZ,tensorflow_cc,Shell,FALSE,contributing is missing.
wppurking,ocserv-docker,Shell,FALSE,contributing is missing.
gfredericks,quinedb,Shell,FALSE,contributing is missing.
DavidWittman,ansible-redis,Shell,FALSE,contributing is missing.
balena-io,open-balena,Shell,FALSE,contributing is missing.
spencerwooo,dotfiles,Shell,FALSE,contributing is missing.
mesosphere-backup,dcos-vagrant,Shell,FALSE,contributing is missing.
schickling,dockerfiles,Shell,FALSE,contributing is missing.
cloudsec,brootkit,Shell,FALSE,contributing is missing.
aws-samples,aws-codedeploy-samples,Shell,FALSE,contributing is missing.
seemoo-lab,mobisys2018_nexmon_software_defined_radio,Shell,FALSE,contributing is missing.
ashishb,android-malware,Shell,FALSE,contributing is missing.
mklement0,n-install,Shell,FALSE,contributing is missing.
dspinellis,git-issue,Shell,FALSE,contributing is missing.
jjhelmus,berryconda,Shell,FALSE,contributing is missing.
nikitavoloboev,dotfiles,Shell,FALSE,contributing is missing.
luxas,kubernetes-on-arm,Shell,FALSE,contributing is missing.
oracle,vagrant-projects,Shell,TRUE,
staz0t,hashcatch,Shell,FALSE,contributing is missing.
cytopia,pwncat,Shell,TRUE,
queezythegreat,arduino-cmake,Shell,FALSE,contributing is missing.
trimstray,multitor,Shell,TRUE,
craigz28,firmwalker,Shell,FALSE,contributing is missing.
matthewmueller,dots,Shell,FALSE,contributing is missing.
getfatday,keytool-importkeypair,Shell,FALSE,contributing is missing.
morgant,tools-osx,Shell,FALSE,contributing is missing.
seuros,capistrano-puma,Shell,FALSE,contributing is missing.
monetking,AutoPacking-iOS,Shell,FALSE,contributing is missing.
FabioLolix,LinuxTimeline,Shell,FALSE,contributing is not in Markdown.
trailofbits,twa,Shell,TRUE,
kubernetes-retired,kubernetes-anywhere,Shell,FALSE,contributing size < 0.5kB.
mlocati,docker-php-extension-installer,Shell,FALSE,contributing is missing.
gregsaun,prusa_i3_bear_upgrade,Shell,FALSE,contributing is missing.
osixia,docker-phpLDAPadmin,Shell,FALSE,contributing is missing.
workman-layout,Workman,Shell,FALSE,contributing is missing.
hectorm,hblock,Shell,FALSE,contributing is missing.
cyberark,bash-lib,Shell,TRUE,
kafka-dev,kafka,Shell,FALSE,contributing is missing.
torvalds,linux,C,FALSE,contributing is missing.
netdata,netdata,C,TRUE,
redis,redis,C,FALSE,contributing is not in Markdown.
Genymobile,scrcpy,C,FALSE,contributing is missing.
git,git,C,TRUE,
php,php-src,C,TRUE,
bilibili,ijkplayer,C,FALSE,contributing is missing.
wg,wrk,C,FALSE,contributing is missing.
obsproject,obs-studio,C,FALSE,contributing is not in Markdown.
ggreer,the_silver_searcher,C,TRUE,
FFmpeg,FFmpeg,C,FALSE,contributing size < 0.5kB.
julycoding,The-Art-Of-Programming-By-July,C,FALSE,contributing is missing.
SamyPesse,How-to-Make-a-Computer-Operating-System,C,FALSE,contributing is missing.
tmux,tmux,C,TRUE,
cfenollosa,os-tutorial,C,FALSE,contributing is missing.
pjreddie,darknet,C,FALSE,contributing is missing.
curl,curl,C,TRUE,
stedolan,jq,C,FALSE,contributing is missing.
libuv,libuv,C,TRUE,
numpy,numpy,C,TRUE,
Awesome-HarmonyOS,HarmonyOS,C,FALSE,contributing is missing.
openssl,openssl,C,TRUE,
nothings,stb,C,TRUE,
vurtun,nuklear,C,FALSE,contributing is missing.
radareorg,radare2,C,TRUE,
robertdavidgraham,masscan,C,FALSE,contributing is missing.
mpv-player,mpv,C,FALSE,contributing is missing.
facebook,zstd,C,TRUE,
nginx,nginx,C,FALSE,contributing is missing.
taosdata,TDengine,C,TRUE,
allinurl,goaccess,C,FALSE,contributing is missing.
coolsnowwolf,lede,C,FALSE,contributing is missing.
pbatard,rufus,C,FALSE,contributing is missing.
micropython,micropython,C,FALSE,contributing size < 0.5kB.
gentilkiwi,mimikatz,C,FALSE,contributing is missing.
memcached,memcached,C,FALSE,contributing size < 0.5kB.
twitter,twemproxy,C,FALSE,contributing is missing.
alibaba,tengine,C,FALSE,contributing is missing.
arut,nginx-rtmp-module,C,FALSE,contributing is missing.
iovisor,bcc,C,FALSE,contributing is missing.
andlabs,libui,C,TRUE,
octalmage,robotjs,C,TRUE,
jonas,tig,C,FALSE,contributing is missing.
cloudwu,skynet,C,FALSE,contributing is missing.
h2o,h2o,C,TRUE,
google,brotli,C,TRUE,
timescale,timescaledb,C,TRUE,
openresty,openresty,C,FALSE,contributing is missing.
openresty,lua-nginx-module,C,FALSE,contributing is missing.
jarun,nnn,C,FALSE,contributing is missing.
irungentoo,toxcore,C,FALSE,contributing is missing.
s-matyukevich,raspberry-pi-os,C,FALSE,contributing is missing.
phpredis,phpredis,C,FALSE,contributing is missing.
torch,torch7,C,TRUE,
Tencent,wcdb,C,TRUE,
jedisct1,libsodium,C,FALSE,contributing is missing.
skywind3000,kcp,C,FALSE,contributing is missing.
hashcat,hashcat,C,FALSE,contributing is missing.
reactos,reactos,C,TRUE,
apple,darwin-xnu,C,FALSE,contributing is missing.
squeaky-pl,japronto,C,FALSE,contributing is missing.
fogleman,Craft,C,FALSE,contributing is missing.
haiwen,seafile,C,FALSE,contributing is missing.
swaywm,sway,C,TRUE,
antirez,disque,C,FALSE,contributing is missing.
libgit2,libgit2,C,TRUE,
Tencent,matrix,C,TRUE,
ventoy,Ventoy,C,FALSE,contributing is missing.
SoftEtherVPN,SoftEtherVPN,C,FALSE,contributing is missing.
qmk,qmk_firmware,C,TRUE,
postgres,postgres,C,FALSE,contributing is missing.
systemd,systemd,C,TRUE,
raspberrypi,linux,C,FALSE,contributing is missing.
SpacehuhnTech,esp8266_deauther,C,TRUE,
bingoogolapple,BGAQRCode-Android,C,FALSE,contributing is missing.
liuliu,ccv,C,FALSE,contributing is missing.
happyfish100,fastdfs,C,FALSE,contributing is missing.
rswier,c4,C,FALSE,contributing is missing.
glfw,glfw,C,TRUE,
webview,webview,C,FALSE,contributing is missing.
huangz1990,redis-3.0-annotated,C,FALSE,contributing is not in Markdown.
libevent,libevent,C,TRUE,
cesanta,mongoose,C,FALSE,contributing is missing.
HandBrake,HandBrake,C,FALSE,contributing size < 0.5kB.
borgbackup,borg,C,FALSE,contributing is missing.
ish-app,ish,C,FALSE,contributing is missing.
openwrt,openwrt,C,FALSE,contributing is missing.
videolan,vlc,C,FALSE,contributing is missing.
pwn20wndstuff,Undecimus,C,FALSE,contributing is missing.
vk-com,kphp-kdb,C,FALSE,contributing is missing.
googlecreativelab,anypixel,C,FALSE,contributing is missing.
jgamblin,Mirai-Source-Code,C,FALSE,contributing is missing.
rofl0r,proxychains-ng,C,FALSE,contributing is missing.
deepmind,lab,C,FALSE,contributing is not in Markdown.
nodemcu,nodemcu-firmware,C,TRUE,
davatorium,rofi,C,TRUE,
go-vgo,robotgo,C,FALSE,contributing size < 0.5kB.
Tencent,xLua,C,FALSE,contributing is missing.
machyve,xhyve,C,FALSE,contributing is missing.
microsoft,winfile,C,FALSE,contributing is missing.
id-Software,DOOM,C,FALSE,contributing is missing.
upx,upx,C,FALSE,contributing is missing.
AppImage,AppImageKit,C,TRUE,
openzfs,zfs,C,TRUE,
i3,i3,C,TRUE,
darlinghq,darling,C,FALSE,contributing is missing.
leandromoreira,ffmpeg-libav-tutorial,C,FALSE,contributing is missing.
EZLippi,Tinyhttpd,C,FALSE,contributing is missing.
beanstalkd,beanstalkd,C,TRUE,
nodejs,http-parser,C,FALSE,contributing is missing.
google,oss-fuzz,C,TRUE,
offensive-security,exploitdb,C,FALSE,contributing is missing.
orangeduck,Cello,C,FALSE,contributing is missing.
sumatrapdfreader,sumatrapdf,C,FALSE,contributing is missing.
b4winckler,macvim,C,FALSE,contributing is missing.
TheAlgorithms,C,C,FALSE,contributing is missing.
lpereira,lwan,C,FALSE,contributing is missing.
freebsd,freebsd,C,FALSE,contributing is missing.
hishamhm,htop,C,TRUE,
espressif,esp-idf,C,FALSE,contributing is not in Markdown.
lz4,lz4,C,FALSE,contributing is missing.
espressif,arduino-esp32,C,FALSE,contributing is missing.
OpenVPN,openvpn,C,FALSE,contributing is not in Markdown.
jemalloc,jemalloc,C,FALSE,contributing is missing.
mjolnirapp,mjolnir,C,FALSE,contributing is missing.
coturn,coturn,C,FALSE,contributing is missing.
Xfennec,progress,C,FALSE,contributing is missing.
philipl,pifs,C,FALSE,contributing is missing.
nanomsg,nanomsg,C,FALSE,contributing is missing.
fulldecent,system-bus-radio,C,FALSE,contributing is missing.
woltapp,blurhash,C,FALSE,contributing is missing.
chrismaltby,gb-studio,C,TRUE,
google,ios-webkit-debug-proxy,C,FALSE,contributing is missing.
id-Software,Quake-III-Arena,C,FALSE,contributing is missing.
vysheng,tg,C,FALSE,contributing is missing.
stanfordnlp,GloVe,C,FALSE,contributing is missing.
rui314,8cc,C,FALSE,contributing is missing.
nonstriater,Learn-Algorithms,C,FALSE,contributing is missing.
Atmosphere-NX,Atmosphere,C,FALSE,contributing is missing.
DaveGamble,cJSON,C,TRUE,
jedisct1,dsvpn,C,FALSE,contributing is missing.
krallin,tini,C,FALSE,contributing is missing.
bartobri,no-more-secrets,C,FALSE,contributing is missing.
antirez,kilo,C,FALSE,contributing is missing.
jonls,redshift,C,TRUE,
cstack,db_tutorial,C,FALSE,contributing is missing.
s-macke,VoxelSpace,C,FALSE,contributing is missing.
transmission,transmission,C,FALSE,contributing is missing.
pervognsen,bitwise,C,FALSE,contributing is missing.
mruby,mruby,C,TRUE,
aol,moloch,C,TRUE,
laruence,yaf,C,FALSE,contributing is missing.
Provenance-Emu,Provenance,C,FALSE,contributing is missing.
raysan5,raylib,C,TRUE,
citusdata,citus,C,TRUE,
darktable-org,darktable,C,TRUE,
mattn,go-sqlite3,C,FALSE,contributing is missing.
nmap,nmap,C,TRUE,
yugabyte,yugabyte-db,C,TRUE,
DoctorWkt,acwj,C,FALSE,contributing is missing.
JoeDog,siege,C,FALSE,contributing is missing.
mozilla,mozjpeg,C,FALSE,contributing is missing.
ImageMagick,ImageMagick,C,TRUE,
jerryscript-project,jerryscript,C,TRUE,
hsoft,collapseos,C,TRUE,
greenplum-db,gpdb,C,TRUE,
lvgl,lvgl,C,FALSE,contributing size < 0.5kB.
RPISEC,MBE,C,FALSE,contributing is missing.
gali8,Tesseract-OCR-iOS,C,FALSE,contributing is missing.
kbengine,kbengine,C,FALSE,contributing is missing.
begeekmyfriend,yasea,C,FALSE,contributing is missing.
gcc-mirror,gcc,C,FALSE,contributing is missing.
facebook,fishhook,C,TRUE,
hak5darren,USB-Rubber-Ducky,C,FALSE,contributing is missing.
vanhauser-thc,thc-hydra,C,FALSE,contributing is missing.
apple,swift-corelibs-foundation,C,TRUE,
LiteOS,LiteOS,C,FALSE,contributing is missing.
microsoft,WSL2-Linux-Kernel,C,FALSE,contributing is missing.
magnumripper,JohnTheRipper,C,TRUE,
eclipse,mosquitto,C,TRUE,
universal-ctags,ctags,C,FALSE,contributing is missing.
microsoft,Windows-driver-samples,C,FALSE,contributing is missing.
VirusTotal,yara,C,FALSE,contributing is missing.
awslabs,s2n,C,FALSE,contributing is missing.
fastos,fastsocket,C,FALSE,contributing is missing.
acidanthera,OpenCorePkg,C,FALSE,contributing is missing.
justinfrankel,licecap,C,FALSE,contributing is missing.
grbl,grbl,C,FALSE,contributing is missing.
raspberrypi,firmware,C,FALSE,contributing is missing.
tmate-io,tmate,C,FALSE,contributing is missing.
marcobambini,gravity,C,TRUE,
unicorn-engine,unicorn,C,FALSE,contributing is missing.
nelhage,reptyr,C,FALSE,contributing is missing.
lua,lua,C,FALSE,contributing is missing.
processhacker,processhacker,C,FALSE,contributing is missing.
rmtheis,tess-two,C,FALSE,contributing is missing.
zephyrproject-rtos,zephyr,C,FALSE,contributing is not in Markdown.
Netflix,dynomite,C,TRUE,
SecWiki,linux-kernel-exploits,C,FALSE,contributing is missing.
mossmann,hackrf,C,FALSE,contributing is missing.
kornelski,pngquant,C,TRUE,
yarrick,iodine,C,FALSE,contributing is missing.
alibaba,AliOS-Things,C,FALSE,contributing is missing.
RIOT-OS,RIOT,C,TRUE,
taviso,loadlibrary,C,FALSE,contributing is missing.
krakjoe,pthreads,C,FALSE,contributing is missing.
dokan-dev,dokany,C,FALSE,contributing is missing.
peng-zhihui,L-ink_Card,C,FALSE,contributing is missing.
tboox,tbox,C,TRUE,
ldcsaa,HP-Socket,C,FALSE,contributing is missing.
martanne,vis,C,FALSE,contributing is missing.
libfuse,sshfs,C,FALSE,contributing is missing.
zmap,zmap,C,TRUE,
shadowsocks,ChinaDNS,C,FALSE,contributing is missing.
libimobiledevice,libimobiledevice,C,FALSE,contributing is missing.
